Key,G_Relevance,G_Contribution,RQ1_Definition,RQ2_Benefit,RQ2_Application_Domain,RQ2_Application_Scenario,RQ3_Deployment,RQ3_Asset,RQ3_Data,RQ3_Communication_Flow,RQ3_Level_of_Integration,RQ3_Protocol,RQ3_Tools,RQ3_Operation_Mode,RQ3_Generation,RQ3_Architecture,RQ4_Future_Research,RQ4_Challenges
Jakovlev2021,HIGH,This paper aims to analyze the operations performed at the container terminal and to propose a new digital twin (DT)-based framework increasing the level of safety and security. ,N/A,The benefit of using an AI-enriched IDT model is that parallel steps can be made to compare the simulated and observed real-world system state to update the model parameters to match the real behavior of the individual physical entity – for each cargo inside a transported container.,Logistics 4.0 Industrial Internet of Things,Attack detection,Cloud edge,Intelligent Shipping Container CPS,Sensor data,DIGITAL_PHYSICAL,DIGITAL_TWIN,TCP/IP  LoRaWAN MQTT AMQP,gRPC,Simualtion analysis,N/A,YES,Nevertheless there are a lot of quantitative and qualitative studies that need to be conducted in the future in areas of data processing with uncertainties matching IDTs components in highly dynamic cloud-fog-edge computing environments. ,However the limitations of the proposed IDT solution lie in the dimensionality of the dynamics of the system and the processes. Each newly introduced dynamic range has multiple associated attributes including the time the place and the range of influence. Different dimensions supply the IDT with different control mechanisms and AI logic which cannot be fully approximated in due time. Edge computing solutions must adapt to work in a real-time environment decreasing the accuracy of the estimation transformed it into a wide and unpredicted range of impacts on the containers handling procedures. 
Krishnan2021,MEDIUM,In this study we propose a software-defined framework that improves network intrusion detection systems by using manufacturer usage description (MUD) to enhance the behavioral monitoring in IoT networks. ,Digital Twin is a new paradigm for integrating physical- based models and data-driven models with virtual representation performing predictive analytics and What-if analysis by using AI/ML and continuously updating a real system in the operation of the existing model. A network digital twin is a software simulation of an entire physical network devices and applications. ,It includes the capabilities to collect report and visualize the result of the proposed flow rules and MUD profiles from the manufacturer under various operating conditions including when exposed to cyberattacks,Industrial Internet of Things Industry 4.0,improve the security of Industrial IoT environments ,Edge,Industrial internet of things devices CPS,Manufacturer usage description,DIGITAL_PHYSICAL,DIGITAL_TWIN,N/A,N/A,Detection Simulation Analysis Monitoring,N/A,YES,In future work we plan to design a hybrid IoT security gateway for integrating IIoT a smart behavioral filter and data sets for diverse applications of IoT including wireless sensory networks and traditional Industrial control systems (e.g. MUD profiles for SCADA-based PLC policies). Diving more into the realm of deep learning with graphs is an emerging field and we plan to perform network topology graph validations on more robust feature vectors encoded on the graph. ,N/A
Kutzler2021,MEDIUM,This paper describes the process model developed in the AUTOSEC research project which was employed to derive actions and security mechanisms that boost IT security and fend off cyberattacks on IT-systems.,N/A,N/A,Industry 4.0 / CPS,detect and address potential threats,N/A,CPS critical infrastructure,Sensor data,DIGITAL_PHYSICAL,DIGITAL_TWIN,N/A,N/A,Detection Simulation Monitoring,N/A,YES,This will provide opportunities for further research studies and implementation projects. The focus here is on adapting the security of cyber-physical systems and the logistical systems and infrastructures in which they are employed. This will improve adaptation to the changing threat situations in order to maintain or even to improve security and resilience continuously. ,N/A
Maher2018,LOW,We discuss a high-level model for software applications and services that can support a minimal set of human-centric trust management capabilities. We outline the unique set of challenges we must address if we are to attain a level of trust that will be required for a robust deployment of an IoT. We discuss the role of standards and how we can maximize the effectiveness of standards and device and service certification. We suggest a set of solutions for trust management that can support the unique security safety and privacy requirements of a robust IoT ,a virtual digital copy stored in the cloud or at a service point,and we can make the direct to device interaction model even simpler by using the “digital twin” concept whereby many interactions with the IoT device can be performed via an interaction with a virtual digital copy stored in the cloud or at a service point accessible to both the cloud and the device (gateway). The twin can then serve as a distinguished entity with a distinguished security association. ,Internet of Things,Monitoring of the system,Cloud,IoT devices,N/A,DIGITAL_PHYSICAL DIGITAL_EXPERT,DIGITAL_TWIN,N/A,N/A,Monitor,N/A,NO,The concept of a universally accessible trust management oriented assertion blockchain that is subject to explicit governance will be controversial and a challenge to properly implement but it seems so potentially comprehensive and adaptable that we will continue to better define and implement this approach. ,N/A
Marksteiner2021,MEDIUM,This paper therefore presents a methodology to create and execute cybersecurity test cases on the fly in a black box setting by using pattern matching-based binary analysis and translation mechanisms to formal attack description as well as model-checking techniques.,A Digital Twin (DT) produces a virtual model of a physical object as a digital representation with the purpose of simulating them before construction to fa­cilitate predictive maintenance.,N/A,Automotive,Cybersecurity testing,N/A,Vehicular components,Sensor data,DIGITAL_PHYSICAL,DIGITAL_TWIN,JSON HTTPS,Domain specific language (DSL) Kali Linux Python Flask,analysis simulation,The firmware of the SUT is automatically transformed into a corresponding cyber digital twin to be used for cybersecurity analysis,NO,Future work includes apart from implementation tasks mainly methodologies for advanced case generation out of the derived attack descriptions as well as method to automating code transfer between SUTs(e.g. address estimation for exploits).,N/A
Patel2021,HIGH,This paper considers the problem of cyber attacks onto industrial plants and proposes to use a digital twin to detect and localize such attacks. ,N/A,pure state monitoring and diagnosis computations to predictions of the future behavior and mathematical optimizations to minimize resource utilization and production costs ,Industry,Anomaly detection and condition monitoring,N/A,Industrial plant,Sensor data actuator data,DIGITAL_PHYSICAL,DIGITAL_TWIN,N/A,SIMIT,Monitor Simulation Replication,N/A,YES,Scientifically there is still a lot of potential how to further exploit the existence of a physics-based scalable behavior model – in particular the knowledge about the system dynamics contained in the model equations. E.g. it can be investigated how attacks on the plant can be distinguished from pure malfunctions which have a different dynamic signature. A further example is the assessment of the most appropriate counter measures to preserve safe plant operation or at least securely shut down the parts of the plants under attack. ,The current method fails to manage some practical issues which must be looked at more closely in future development. Firstly there is no cyclic state update from the real process as this communication channel would have to be secured against any manipulation to not compromise the digital twin itself. This is fine if only batch processes like in the example plant are considered where initial conditions can be reset for each batch. Secondly the scalability of the root cause analysis is currently only guaranteed for the signal dependencies in the field and process level as the simulation model is based on a type- instance concept. The analysis of the PLC code is currently not systematized. Thirdly it must be evaluated how the whole approach can still work under a manipulation of the digital twin itself or how the twin can be secured against attacks. 
Sabeur2021,MEDIUM,In this paper a cyber behavior detection module which identifies unusualness in cyber traffic networks is described. Also a physical behaviour detection module is introduced. ,N/A,The deployment of digital twins will lead to understanding real-time situation awareness and risks of potential physical and/or cyber-attacks on urban critical infrastructure specifically. ,Smart urban spaces,Malicious attack detection,Edge,IoT Devices,Sensor data,DIGITAL_PHYSICAL,DIGITAL_TWIN,N/A,N/A,Detection Machine Learning,the DECIoT Digital Twin which builds upon a collection of open source micro-services that span from the edge of the physical plane The SoS connects to the urban smart spaces physical IoT with all the relevant sensing networks,operational legacy systems and critical infrastructure information and communication networks. The generated data streams are ingested by the DEC_IoT twin and aggregated intelligently on the edge for further diagnosis by MAIDS twin through a message broker middleware.,YES,As for the physical behaviour detection module within MAIDS we will exploit our described approach to investigate on the measurement and prediction of behaviour propagation in urban smart environment.,N/A
Sousa2021,HIGH,This paper presents an off-premises approach to design and deploy Digital Twins to secure critical infrastructures developed in the scope of the ELEGANT project. ,an integrated system that uses available physical models sensor updates and other assets to mirror the behaviour of its corresponding flying twin. ,The application of Digital Twins introduces benefits in terms of security as well as in the design and prototyping of systems with demanding requirements such as real-time remote-control applications in mission critical scenarios requiring low latency and high levels of security and reliability. The real advantage of Digital Twins relies in its fusion with other technologies like Artificial Intelligence (AI) for enhanced security analysis or to support Decision Sup- port Systems (DSS).  Besides enhancing security Digital Twins also contribute to the optimization of the production processes in real-time [8] through big data analysis that support advanced analytics as well as efficient and proactive monitoring.,Critical Infrastructure,analysis development and validation of suitable security detection techniques ,Cloud,Smart Grid Water Distribution,real-time data,DIGITAL_PHYSICAL,DIGITAL_TWIN,TCP/IP,N/A,Replication Detection Machine Learning Analysis,Also the same data pipelines allow for bridging the physical and DT domains providing the means to synchronize them by providing the state information which is necessary to feed the simulated/emulated components. ,YES,Our next steps include further research on the enablement of DTaaS concept in SmartGrids powered with 5G networks edge computing and associated virtualisation technologies.,N/A
Suhail2021b,MEDIUM,We discuss the applicability of the proposed framework for the automotive industry as a CPS use case. Finally we identify the open challenges that impede the implementation of intelligence-driven architectures in CPSs. ,DTs are virtual replicas of physical systems that mirror every facet of a product or process and can provide actionable insights through monitoring optimization and prediction ,In this regard Digital Twins (DTs) are revolutionizing the CPSs. DTs strengthen the security of CPSs throughout the product lifecycle while assuming that the DT data is trusted providing agility to predict and respond to real-time changes. Predictive maintenance situational awareness system resilience record and replay enabler automated security,Industry,Intrusion Detection Threat Intelligence,N/A,ICS CPS,real-time sensor data,DIGITAL_PHYSICAL,DIGITAL_TWIN,N/A,N/A,Replication Analysis Simulation,The DTs are build by acquiring process knowledge from the specifications of CPS and TI. ,YES,Some of the pointers for this future research direction include gamification strategies that not only serves for training and testing pur- poses but can also evaluate the security of DTs and eventually physical asset. ,it necessitates methodological and theoretical solutions to address longstanding challenges. For instance being the virtual replicas of their physical counterparts DTs share commonalities in implementation and operational behavior. Due to this fact DTs may act as a source of data breach leading to the abuse case of DTs where attackers may launch covert attacks on the physical system by exploiting the valuable system knowledge available through DTs. For example attackers may sabotage the system by manipulating DTs data such that the physical counterpart may not indicate data inconsistencies. Attacks instigated through DTs may have similar repercussions as that of directly attacking real field devices. DTs must exhibit sufficient fidelity to protect against failures of the real CPS. However uncertain scenarios may occur due to the dynamism and complexity of underlying (sub) systems for instance machinery malfunctioning hidden vulnerabilities erroneous data knowledge gaps etc. This problem may raise the question: how accurately DTs are required to follow the states of their physical counterparts On the one hand due to the black-box nature of AI models the decisions made by the resulting systems suffer from a loss of transparency and comprehensibility hence leading to a negative impact on the system’s trustworthiness. However on the other hand complete transparency into the inner working of AI models may expose them to adversarial attacks by allowing them to make inferences from live cyber data or executing model poisoning into the training workflows. Attackers may begin with AI reconnaissance (i.e. observe the model’s behavior and learn the decision logic or knowledge bases to morph the malicious payloads) and without being detected can feed their adversarial data to launch data exfiltration attacks.
Vakaruk2021,LOW,In this paper we present how SPIDER is augmenting cyber range environments with ML tools how it works and the way in which it can be used to train new experts. ,Digital twin is a well-known concept in the industry sector. It is used as a virtual representation of a physical entity modelling its components and properties. Also it serves to model the entity interactions with the environment ,The concept of Digital Twin Network (DTN) proposes a solution to model the complexity of current and future real networks,define a better industrial process or detect problems before actual implementation,Industry 5G 6G,Attack detection,N/A,mobile network,N/A,DIGITAL_EXPERT DIGITAL_PHYSICAL,DIGITAL_TWIN,N/A,N/A,Detection Machine Learning,N/A,YES,Future work in the SPIDER cyber range and the Mouse- world emulation environments will address aspects related with more complex network scenarios incorporating more realistic representations of access and core networks the use of multidomain scenarios and the coordination among independent AI-based modules to improve responsiveness and accuracy of the DTN. ,N/A
Vielberth2021a,HIGH,To address this research gap a concept of a digital twin-based cyber range for SOC analysts is proposed and implemented. ,In general a digital twin can be defined as a virtual rep- resentation of any real-world asset (e.g. system or process). ,Especially in cybersecurity the digital twin holds several benefits. It can support lifecycle security  including the security-by-design paradigm by offering simulations and system testing in which the security level of the asset can be assessed. Moreover digital forensics may profit from the vast data and documentary capabilities of a digital twin. ,Enterprise,To create a cyber range with digital twin,N/A,CPS,Specification data historical/state data,DIGITAL_EXPERT,DIGITAL_TWIN,TCP ARP REST API,MiniCPS Ettercap hping5 Kiana Dsiem Elasticsearch JavaScript Logstash Flask API Filebeat Scapy Vus.js,Analysis Simulation Replication,The simulation is realized with MiniCPS ,YES,Among many other possibilities it could also be used for penetration testing of industrial plants or incident response exercises in future research,Like any other research effort this paper contains limitations. Since to our knowledge no approach with the same objective exists it was not possible to compare the knowledge gains.
